nconf;dreg;dtacc;dtfine;mp
260165;09/10/2012;08/10/2012;11/10/2012;MP 02/028 rev. 10
260172;09/10/2012;08/10/2012;11/10/2012;MP 02/028 rev. 10
260175;09/10/2012;08/10/2012;11/10/2012;MP 02/028 rev. 10
260183;09/10/2012;08/10/2012;11/10/2012;MP 02/028 rev. 10
260197;09/10/2012;08/10/2012;11/10/2012;MP 02/028 rev. 10
260082;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
260090;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
260101;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
260113;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
260143;09/10/2012;08/10/2012;11/10/2012;MP 02/028 rev. 10
260149;09/10/2012;08/10/2012;11/10/2012;MP 02/028 rev. 10
260012;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
260017;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
260026;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
260035;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
260045;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
260056;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
259872;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
259891;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
259897;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
259903;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
259986;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
259996;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
259794;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
259811;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
259830;09/10/2012;05/10/2012;11/10/2012;MP 02/028 rev. 10
246283;12/10/2011;12/10/2011;14/10/2011;MP 02/028 rev. 9
246290;12/10/2011;12/10/2011;14/10/2011;MP 02/028 rev. 9
246295;12/10/2011;12/10/2011;14/10/2011;MP 02/028 rev. 9
246306;12/10/2011;12/10/2011;14/10/2011;MP 02/028 rev. 9
242881;10/10/2011;10/10/2011;14/10/2011;MP 02/028 rev. 9
248127;14/10/2011;14/10/2011;14/10/2011;MP 02/028 rev. 9
246229;12/10/2011;12/10/2011;14/10/2011;MP 02/028 rev. 9
246237;12/10/2011;12/10/2011;14/10/2011;MP 02/028 rev. 9
246246;12/10/2011;11/10/2011;14/10/2011;MP 02/028 rev. 9
246252;12/10/2011;11/10/2011;14/10/2011;MP 02/028 rev. 9
246265;12/10/2011;11/10/2011;14/10/2011;MP 02/028 rev. 9
246274;12/10/2011;11/10/2011;14/10/2011;MP 02/028 rev. 9
245360;12/10/2011;11/10/2011;14/10/2011;MP 02/028 rev. 9
244500;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
244510;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
244178;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
244438;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
244442;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
244449;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
244457;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
244466;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
244153;11/10/2011;10/10/2011;14/10/2011;MP 02/028 rev. 9
244156;11/10/2011;10/10/2011;14/10/2011;MP 02/028 rev. 9
244160;11/10/2011;10/10/2011;14/10/2011;MP 02/028 rev. 9
244161;11/10/2011;10/10/2011;14/10/2011;MP 02/028 rev. 9
244168;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
244174;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
239325;06/10/2011;05/10/2011;06/10/2011;MP 02/028 rev. 9
239357;06/10/2011;30/09/2011;06/10/2011;MP 02/028 rev. 9
244135;11/10/2011;10/10/2011;14/10/2011;MP 02/028 rev. 9
244137;11/10/2011;10/10/2011;14/10/2011;MP 02/028 rev. 9
244142;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
244147;11/10/2011;07/10/2011;14/10/2011;MP 02/028 rev. 9
239257;06/10/2011;04/10/2011;06/10/2011;MP 02/028 rev. 9
239264;06/10/2011;04/10/2011;06/10/2011;MP 02/028 rev. 9
239291;06/10/2011;04/10/2011;06/10/2011;MP 02/028 rev. 9
239313;06/10/2011;04/10/2011;06/10/2011;MP 02/028 rev. 9
239316;06/10/2011;04/10/2011;06/10/2011;MP 02/028 rev. 9
239322;06/10/2011;04/10/2011;06/10/2011;MP 02/028 rev. 9
239190;06/10/2011;30/09/2011;06/10/2011;MP 02/028 rev. 9
239219;06/10/2011;30/09/2011;06/10/2011;MP 02/028 rev. 9
239223;06/10/2011;30/09/2011;06/10/2011;MP 02/028 rev. 9
239225;06/10/2011;30/09/2011;06/10/2011;MP 02/028 rev. 9
239230;06/10/2011;30/09/2011;06/10/2011;MP 02/028 rev. 9
239243;06/10/2011;04/10/2011;06/10/2011;MP 02/028 rev. 9
239088;06/10/2011;29/09/2011;06/10/2011;MP 02/028 rev. 9
239091;06/10/2011;29/09/2011;06/10/2011;MP 02/028 rev. 9
239130;06/10/2011;29/09/2011;06/10/2011;MP 02/028 rev. 9
239176;06/10/2011;29/09/2011;06/10/2011;MP 02/028 rev. 9
239181;06/10/2011;29/09/2011;06/10/2011;MP 02/028 rev. 9
239184;06/10/2011;29/09/2011;06/10/2011;MP 02/028 rev. 9
239067;06/10/2011;03/10/2011;06/10/2011;MP 02/028 rev. 9
254049;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
254011;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
254016;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
254018;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
254024;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
254025;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
254027;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253960;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253967;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253973;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253982;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253987;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253992;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253915;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253918;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253920;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253925;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253931;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253940;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
251244;01/10/2012;01/10/2012;04/10/2012;MP 02/028 rev. 10
251249;01/10/2012;01/10/2012;04/10/2012;MP 02/028 rev. 10
253665;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253679;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253899;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
253908;03/10/2012;02/10/2012;04/10/2012;MP 02/028 rev. 10
251168;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
251179;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
251185;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
251219;01/10/2012;01/10/2012;04/10/2012;MP 02/028 rev. 10
251228;01/10/2012;01/10/2012;04/10/2012;MP 02/028 rev. 10
251236;01/10/2012;01/10/2012;04/10/2012;MP 02/028 rev. 10
250781;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
250787;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
250800;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
250807;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
250811;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
251157;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
250754;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
250761;01/10/2012;28/09/2012;04/10/2012;MP 02/028 rev. 10
255978;21/10/2011;14/10/2011;21/10/2011;MP 02/028 rev. 9
255983;21/10/2011;14/10/2011;21/10/2011;MP 02/028 rev. 9
255985;21/10/2011;14/10/2011;21/10/2011;MP 02/028 rev. 9
232246;28/09/2011;28/09/2011;29/09/2011;MP 02/028 rev. 9
232247;28/09/2011;28/09/2011;29/09/2011;MP 02/028 rev. 9
232249;28/09/2011;28/09/2011;29/09/2011;MP 02/028 rev. 9
255944;21/10/2011;14/10/2011;21/10/2011;MP 02/028 rev. 9
255947;21/10/2011;14/10/2011;21/10/2011;MP 02/028 rev. 9
255956;21/10/2011;14/10/2011;21/10/2011;MP 02/028 rev. 9
232233;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
232237;28/09/2011;28/09/2011;29/09/2011;MP 02/028 rev. 9
232238;28/09/2011;28/09/2011;29/09/2011;MP 02/028 rev. 9
232239;28/09/2011;28/09/2011;29/09/2011;MP 02/028 rev. 9
232242;28/09/2011;28/09/2011;29/09/2011;MP 02/028 rev. 9
232245;28/09/2011;28/09/2011;29/09/2011;MP 02/028 rev. 9
232213;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
232215;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
232226;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
232227;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
232229;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
232231;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
232196;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
232197;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
232201;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
232204;28/09/2011;27/09/2011;29/09/2011;MP 02/028 rev. 9
