Numero di conferimento;Materiale;Specie;Prova - Singola;Tecnica;Nr. di esami programmati;Data del prelievo;Data di conferimento/accettazione;Data di registrazione;Data Carico Analisi;Data Inizio Analisi;Data Fine Analisi;Data ultimo Rdp emesso
25343;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;16;29/01/2008 00.00.00;30/01/2008 00.00.00;30/01/2008 00.00.00;;05/02/2008 00.00.00;05/02/2008 00.00.00;05/02/2008 00.00.00
25354;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;6;29/01/2008 00.00.00;30/01/2008 00.00.00;30/01/2008 00.00.00;;05/02/2008 00.00.00;05/02/2008 00.00.00;05/02/2008 00.00.00
25360;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;2;29/01/2008 00.00.00;30/01/2008 00.00.00;30/01/2008 00.00.00;;05/02/2008 00.00.00;05/02/2008 00.00.00;05/02/2008 00.00.00
25365;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;4;29/01/2008 00.00.00;30/01/2008 00.00.00;30/01/2008 00.00.00;;05/02/2008 00.00.00;05/02/2008 00.00.00;05/02/2008 00.00.00
25372;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;108;29/01/2008 00.00.00;30/01/2008 00.00.00;30/01/2008 00.00.00;;05/02/2008 00.00.00;05/02/2008 00.00.00;05/02/2008 00.00.00
68458;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;11/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68466;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;11/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68673;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;07/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68689;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;08/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68811;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;10/03/2008 00.00.00;17/03/2008 00.00.00;18/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68819;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;10/03/2008 00.00.00;17/03/2008 00.00.00;18/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68898;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;10/03/2008 00.00.00;18/03/2008 00.00.00;18/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68900;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;11/03/2008 00.00.00;18/03/2008 00.00.00;18/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
63997;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;07/03/2008 00.00.00;12/03/2008 00.00.00;12/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
64003;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;07/03/2008 00.00.00;12/03/2008 00.00.00;12/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68908;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;10/03/2008 00.00.00;18/03/2008 00.00.00;18/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68929;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;10/03/2008 00.00.00;18/03/2008 00.00.00;18/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
93085;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;4;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93092;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;3;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93095;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93102;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93115;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93128;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
144498;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;05/06/2008 00.00.00;09/06/2008 00.00.00;09/06/2008 00.00.00;11/06/2008 00.00.00;12/06/2008 00.00.00;12/06/2008 00.00.00;13/06/2008 00.00.00
144514;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/06/2008 00.00.00;09/06/2008 00.00.00;09/06/2008 00.00.00;11/06/2008 00.00.00;12/06/2008 00.00.00;12/06/2008 00.00.00;13/06/2008 00.00.00
144555;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;3;24/05/2008 00.00.00;09/06/2008 00.00.00;09/06/2008 00.00.00;11/06/2008 00.00.00;12/06/2008 00.00.00;12/06/2008 00.00.00;13/06/2008 00.00.00
144559;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;24/05/2008 00.00.00;09/06/2008 00.00.00;09/06/2008 00.00.00;11/06/2008 00.00.00;12/06/2008 00.00.00;12/06/2008 00.00.00;13/06/2008 00.00.00
144570;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;24/05/2008 00.00.00;09/06/2008 00.00.00;09/06/2008 00.00.00;11/06/2008 00.00.00;12/06/2008 00.00.00;12/06/2008 00.00.00;13/06/2008 00.00.00
93130;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93134;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93146;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93156;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93164;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
29437;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;02/02/2008 00.00.00;05/02/2008 00.00.00;05/02/2008 00.00.00;14/02/2008 00.00.00;15/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00
29442;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;02/02/2008 00.00.00;05/02/2008 00.00.00;05/02/2008 00.00.00;14/02/2008 00.00.00;15/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00
93174;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
38130;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;1;11/02/2008 00.00.00;13/02/2008 00.00.00;14/02/2008 00.00.00;;15/02/2008 00.00.00;18/02/2008 00.00.00;21/02/2008 00.00.00
38133;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;25;11/02/2008 00.00.00;13/02/2008 00.00.00;14/02/2008 00.00.00;;15/02/2008 00.00.00;18/02/2008 00.00.00;21/02/2008 00.00.00
38135;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;2;12/02/2008 00.00.00;13/02/2008 00.00.00;14/02/2008 00.00.00;;15/02/2008 00.00.00;18/02/2008 00.00.00;21/02/2008 00.00.00
68221;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;12/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68233;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;12/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
93183;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93224;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;08/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
31480;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;04/02/2008 00.00.00;06/02/2008 00.00.00;06/02/2008 00.00.00;14/02/2008 00.00.00;15/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00
93239;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;08/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
31486;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/02/2008 00.00.00;06/02/2008 00.00.00;06/02/2008 00.00.00;14/02/2008 00.00.00;15/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00
31496;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/02/2008 00.00.00;06/02/2008 00.00.00;06/02/2008 00.00.00;14/02/2008 00.00.00;15/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00
31505;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/02/2008 00.00.00;06/02/2008 00.00.00;06/02/2008 00.00.00;14/02/2008 00.00.00;15/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00
141009;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;28/05/2008 00.00.00;04/06/2008 00.00.00;04/06/2008 00.00.00;11/06/2008 00.00.00;12/06/2008 00.00.00;12/06/2008 00.00.00;13/06/2008 00.00.00
31509;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/02/2008 00.00.00;06/02/2008 00.00.00;06/02/2008 00.00.00;14/02/2008 00.00.00;15/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00
31511;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/02/2008 00.00.00;06/02/2008 00.00.00;06/02/2008 00.00.00;14/02/2008 00.00.00;15/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00
93241;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;;03/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;23/04/2008 00.00.00
93244;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;02/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93282;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;10/04/2008 00.00.00;11/04/2008 00.00.00;11/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
93908;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;7;10/04/2008 00.00.00;14/04/2008 00.00.00;14/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
94809;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;14/04/2008 00.00.00;14/04/2008 00.00.00;14/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
102359;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;08/04/2008 00.00.00;21/04/2008 00.00.00;21/04/2008 00.00.00;30/04/2008 00.00.00;06/05/2008 00.00.00;06/05/2008 00.00.00;07/05/2008 00.00.00
102413;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;3;16/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;30/04/2008 00.00.00;06/05/2008 00.00.00;06/05/2008 00.00.00;07/05/2008 00.00.00
102448;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;15/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;30/04/2008 00.00.00;06/05/2008 00.00.00;06/05/2008 00.00.00;07/05/2008 00.00.00
102463;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;16/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;30/04/2008 00.00.00;06/05/2008 00.00.00;06/05/2008 00.00.00;07/05/2008 00.00.00
142805;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;04/06/2008 00.00.00;06/06/2008 00.00.00;06/06/2008 00.00.00;11/06/2008 00.00.00;12/06/2008 00.00.00;12/06/2008 00.00.00;13/06/2008 00.00.00
38130;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;1;11/02/2008 00.00.00;13/02/2008 00.00.00;14/02/2008 00.00.00;;19/02/2008 00.00.00;19/02/2008 00.00.00;21/02/2008 00.00.00
38133;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;25;11/02/2008 00.00.00;13/02/2008 00.00.00;14/02/2008 00.00.00;;19/02/2008 00.00.00;19/02/2008 00.00.00;21/02/2008 00.00.00
38135;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;2;12/02/2008 00.00.00;13/02/2008 00.00.00;14/02/2008 00.00.00;;19/02/2008 00.00.00;19/02/2008 00.00.00;21/02/2008 00.00.00
25261;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;49;29/01/2008 00.00.00;30/01/2008 00.00.00;30/01/2008 00.00.00;;05/02/2008 00.00.00;05/02/2008 00.00.00;05/02/2008 00.00.00
25274;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;257;29/01/2008 00.00.00;30/01/2008 00.00.00;30/01/2008 00.00.00;;05/02/2008 00.00.00;05/02/2008 00.00.00;05/02/2008 00.00.00
3301;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;22;04/01/2008 00.00.00;04/01/2008 00.00.00;07/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
3304;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;5;03/01/2008 00.00.00;04/01/2008 00.00.00;07/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
3308;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;6;04/01/2008 00.00.00;04/01/2008 00.00.00;07/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
3313;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;5;02/01/2008 00.00.00;04/01/2008 00.00.00;07/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
3317;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;1;02/01/2008 00.00.00;04/01/2008 00.00.00;07/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
3321;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;1;02/01/2008 00.00.00;04/01/2008 00.00.00;07/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
915;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;23;02/01/2008 00.00.00;02/01/2008 00.00.00;02/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
68341;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;11/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
63929;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;06/03/2008 00.00.00;12/03/2008 00.00.00;12/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68348;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;11/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68352;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;3;08/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68364;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;10/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68369;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;3;08/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
68375;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;07/03/2008 00.00.00;17/03/2008 00.00.00;17/03/2008 00.00.00;04/04/2008 00.00.00;08/04/2008 00.00.00;08/04/2008 00.00.00;09/04/2008 00.00.00
90710;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;10;06/04/2008 00.00.00;09/04/2008 00.00.00;09/04/2008 00.00.00;21/04/2008 00.00.00;22/04/2008 00.00.00;22/04/2008 00.00.00;24/04/2008 00.00.00
930;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;43;02/01/2008 00.00.00;02/01/2008 00.00.00;02/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
928;SANGUE;BOVINO DA CARNE;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;1;31/12/2007 00.00.00;02/01/2008 00.00.00;02/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
83803;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;18/03/2008 00.00.00;02/04/2008 00.00.00;02/04/2008 00.00.00;11/04/2008 00.00.00;15/04/2008 00.00.00;15/04/2008 00.00.00;16/04/2008 00.00.00
83807;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;18/03/2008 00.00.00;02/04/2008 00.00.00;02/04/2008 00.00.00;11/04/2008 00.00.00;15/04/2008 00.00.00;15/04/2008 00.00.00;16/04/2008 00.00.00
83810;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;18/03/2008 00.00.00;02/04/2008 00.00.00;02/04/2008 00.00.00;11/04/2008 00.00.00;15/04/2008 00.00.00;15/04/2008 00.00.00;16/04/2008 00.00.00
83842;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;18/03/2008 00.00.00;02/04/2008 00.00.00;02/04/2008 00.00.00;11/04/2008 00.00.00;15/04/2008 00.00.00;15/04/2008 00.00.00;16/04/2008 00.00.00
962;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;1;02/01/2008 00.00.00;02/01/2008 00.00.00;02/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
966;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;1;02/01/2008 00.00.00;02/01/2008 00.00.00;02/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
972;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;2;28/12/2007 00.00.00;02/01/2008 00.00.00;02/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
985;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;25;02/01/2008 00.00.00;02/01/2008 00.00.00;02/01/2008 00.00.00;;08/01/2008 00.00.00;08/01/2008 00.00.00;10/01/2008 00.00.00
5780;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;13;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;10/01/2008 00.00.00;10/01/2008 00.00.00;14/01/2008 00.00.00
5856;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;2;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;10/01/2008 00.00.00;10/01/2008 00.00.00;14/01/2008 00.00.00
5866;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;1;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;10/01/2008 00.00.00;10/01/2008 00.00.00;14/01/2008 00.00.00
5870;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;2;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;10/01/2008 00.00.00;10/01/2008 00.00.00;14/01/2008 00.00.00
5874;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;1;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;10/01/2008 00.00.00;10/01/2008 00.00.00;14/01/2008 00.00.00
24720;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;1;29/01/2008 00.00.00;30/01/2008 00.00.00;30/01/2008 00.00.00;;31/01/2008 00.00.00;31/01/2008 00.00.00;04/02/2008 00.00.00
253515;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;09/10/2008 00.00.00;13/10/2008 00.00.00;13/10/2008 00.00.00;15/10/2008 00.00.00;16/10/2008 00.00.00;16/10/2008 00.00.00;17/10/2008 00.00.00
254042;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/10/2008 00.00.00;14/10/2008 00.00.00;14/10/2008 00.00.00;15/10/2008 00.00.00;16/10/2008 00.00.00;16/10/2008 00.00.00;17/10/2008 00.00.00
254077;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;04/10/2008 00.00.00;14/10/2008 00.00.00;14/10/2008 00.00.00;15/10/2008 00.00.00;16/10/2008 00.00.00;16/10/2008 00.00.00;17/10/2008 00.00.00
244893;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;02/10/2008 00.00.00;06/10/2008 00.00.00;06/10/2008 00.00.00;10/10/2008 00.00.00;14/10/2008 00.00.00;14/10/2008 00.00.00;17/10/2008 00.00.00
244898;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;01/10/2008 00.00.00;06/10/2008 00.00.00;06/10/2008 00.00.00;10/10/2008 00.00.00;14/10/2008 00.00.00;14/10/2008 00.00.00;17/10/2008 00.00.00
236461;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;24/09/2008 00.00.00;26/09/2008 00.00.00;26/09/2008 00.00.00;01/10/2008 00.00.00;02/10/2008 00.00.00;02/10/2008 00.00.00;07/10/2008 00.00.00
237314;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;25/09/2008 00.00.00;26/09/2008 00.00.00;26/09/2008 00.00.00;01/10/2008 00.00.00;02/10/2008 00.00.00;02/10/2008 00.00.00;07/10/2008 00.00.00
